PROCESSO,COD_ASSUNTO,ASSUNTO,DESIGNACAO,TITULO,DATA_ABERTURA_PROCESSO
2.5.15.251.2009.5-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOCIAÇÃO MARITIMA E PORTUÁRIA (466),2009.05.12 00:00:00
2.5.15.253.2009.7-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOCIAÇÃO PORTUGUESA DE EMPRESAS DE DIVERSÕES - CE 5.96,2009.05.13 00:00:00
2.4.14.257.2009.0-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,SINDICATO DOS JORNALISTAS (11),2009.05.15 00:00:00
2.5.15.246.2009.0-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOCIAÇÃO DOS DISTRIBUIDDORAS DE PRODUTOS ALIMENTARES -ADIPA,2009.05.06 00:00:00
2.5.14.248.2009.1-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ASSOCIAÇÃO NACIONAL DOS INDUSTRIAIS DE BOTÕES - CE 5.333,2009.05.07 00:00:00
2.5.14.250.2009.3-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ASSOCIAÇÃO DOS INDUSTRIAIS DO BACALHAU - CE 5.219,2009.05.12 00:00:00
2.5.15.255.2009.0-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,APSEI - ASSOCIAÇÃO PORTUGUESA DE SEGURANÇA ELECT. E DE PROTECÇAO INCENDIO (572),2009.05.13 00:00:00
2.4.15.392.2009.1-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,ASSIFECO - ASSOC. SINDICAL INDEPENDENTE DOS FERROVIÁRIOS DA CARREIRA COMERCIAL,2009.07.13 00:00:00
2.4.14.395.2009.3-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,SPLIU - SIND. NACIONAL DOS PROFESSORES LICENCIADOS PELOS POLITÉCNICOS E UNIVERSIDADES,2009.07.14 00:00:00
2.4.15.396.2009.5-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,ASSOCIAÇÃO SINDICAL DO PESSOAL DE TRÁFEGO DA CARRIS 9.177,2009.07.14 00:00:00
2.4.15.397.2009.6-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,STRUN- SIND. DOS TRAB. DE TRANSPORTES RODOVIÁRIOS E URBANOS DO NORTE,2009.07.14 00:00:00
2.6.17.398.2009.2-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"CIMPOR - INDÚSTRIA DE CIMENTOS, SA COMISSÃO DE TRABALHADORES E SUBCOMISSÃO",2009.07.14 00:00:00
2.6.16.399.2009.2-DOT,127,PUBLICAÇÃO DE ESTATUTOS,CONSTITUIÇÃO E ESTATUTOS DE COM. TRABALHADORES,PPG REVESTIMENTOS PARA AUTOMÓVEIS AEIE,2009.07.14 00:00:00
2.6.17.400.2009.4-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,PPG - REVESTIMENTOS PARA AUTOMÓVEIS AEIE,2009.07.14 00:00:00
2.5.18.370.2010.2-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO NACIONAL DOS INDUSTRIAIS TRANSFORMADORES DE VIDRO,2010.03.08 00:00:00
2.5.14.375.2010.3-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ASS. DE COMERC. E IND. DOS CONCELHOS DE TOMAR FERREIRA ZEZERE E VILA NOVA DA BARQUINHA PASSA A DENOMINAR-SE ACITOFEBA ASS. COMERCIAL E IND. DOS MUNICÍPIOS DE TOMAR FERREIRA DO ZEZE,2010.03.09 00:00:00
2.5.18.402.2010.7-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DO CONCELHO DE GONDUMAR,2010.03.09 00:00:00
2.5.18.410.2010.6-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO DOS INDUSTRIAIS DE MOAGEM DO SUL-5.263,2010.03.09 00:00:00
2.5.18.419.2010.6-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO NACIONAL DOS INDUSTRIAIS DE BARRO VERMELHO (5.267),2010.03.09 00:00:00
2.5.18.424.2010.2-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO NAC. DOS INDUSTRIAIS DE LICORES E BEBIDAS ESPIRITUOSAS-CE 5.272,2010.03.09 00:00:00
2.5.18.432.2010.1-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO PORTUGUESA DOS GELADEIROS ARTESANAIS,2010.03.09 00:00:00
2.5.18.434.2010.3-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO DE MADEIREIROS DO CENTRO-CE 5.346,2010.03.09 00:00:00
2.5.18.435.2010.4-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO NACIONAL DO ESTETICISMO PROFISSIONAL 5.320,2010.03.09 00:00:00
2.5.18.436.2010.5-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO PORTUGUESA DE ODONTOLOGIA (5.323),2010.03.09 00:00:00
2.5.18.437.2010.6-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO PORTUGUESA DAS EMPRESAS DE PRÉFABRICAÇÃO (5.326),2010.03.09 00:00:00
2.5.18.438.2010.7-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO DOS AGENTES DE NAVEGAÇÃO E EMPRESAS OPERADORAS,2010.03.09 00:00:00
2.5.18.439.2010.8-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO COMERCIAL E IND. DE VILA NOVA DE FAMALICÃO,2010.03.09 00:00:00
2.5.18.442.2010.2-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO COMERCIAL INDUSTRIAL E SERVIÇOS DE CASTELO BRANCO,2010.03.09 00:00:00
2.5.18.445.2010.5-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO DE LAVRADORES DO DOURO E PRODUTORES DE VINHO DO PORTO 5.237,2010.03.09 00:00:00
2.5.18.447.2010.7-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E DE SERVIÇOS DO CONCELHO DE PENICHE",2010.03.09 00:00:00
2.5.18.448.2010.8-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,"ASSOCIAÇÃO NAC. DAS IND. DE DUAS RODAS, FERRAGENS MOBILIÁRIO E AFINS",2010.03.09 00:00:00
2.5.18.449.2010.0-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE VILA REAL,2010.03.09 00:00:00
2.5.18.450.2010.1-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO DAS EMPRESAS DE PESCA DO ALGARVE 5.275,2010.03.09 00:00:00
2.5.18.451.2010.2-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO DOS ARMAZENISTAS DE TABACOS DO NORTE-CE 5.104,2010.03.09 00:00:00
2.5.18.452.2010.3-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO NACIONAL DOS INDUSTRIAIS DE ARROZ,2010.03.09 00:00:00
2.5.18.453.2010.4-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO DO COMERCIOIND. E SERVIÇOS DOS CONCELHOS DE VILA FRANCA,2010.03.09 00:00:00
2.5.18.454.2010.5-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO PORTUGUESA DOS IND. DE MÁRMORES GRANITOS E RAMOS AFINS,2010.03.09 00:00:00
2.5.18.455.2010.6-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO PORTUGUESA DE EDITORES E LIVREIROS,2010.03.09 00:00:00
2.5.18.456.2010.7-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO DOS COMERCIANTES DE ARTIGOS FUNERÁRIOS E RELIGIOSOS DO DISTRITO DE LISBOA 5.148,2010.03.09 00:00:00
2.5.18.457.2010.8-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO COMERCIAL DOS CONCELHOS DE OVAR E S. JOÃO DA MADEIRA,2010.03.09 00:00:00
2.5.18.458.2010.0-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO PORTUGUESA DOS INDUSTRIAIS DE BORRACHA,2010.03.09 00:00:00
2.5.18.459.2010.1-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO COMERCIAL DE ESPINHO,2010.03.09 00:00:00
2.5.18.460.2010.2-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE ARCOS DE VALDEVEZ E PONTE DE LIMA,2010.03.09 00:00:00
2.5.18.461.2010.3-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO DOS COMERCIANTES DOS CONCELHOOS DE CORUCHE E SALVATERRA DE MAGOS,2010.03.09 00:00:00
2.5.18.462.2010.4-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DA MARINHA GRANDE,2010.03.09 00:00:00
2.5.18.463.2010.5-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO COMERCIAL DE POMBAL,2010.03.09 00:00:00
2.5.18.464.2010.6-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO PORTUGUESA DOS FABRICANTES DE CANDEEIROS E ARTIGOS DE MENAGE (5.221),2010.03.09 00:00:00
2.5.18.466.2010.8-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO PORTUGUESA DOS INDUSTRIAIS DE FERRAGENS,2010.03.09 00:00:00
2.5.15.596.2010.0-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ANORECA - ASSOCIAÇÃO DOS INDUSTRIAIS DE ENSINO DE CONDUÇÃO AUTOMÓVEL DE PORTUGAL  (5.476),2010.03.17 00:00:00
2.4.14.597.2010.8-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,SIND. NAC. DA ACTIVIDADE TURÍSTICA TRADUTORES E INTERPRETES  (1.2),2010.03.17 00:00:00
2.4.15.598.2010.1-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SINDICATO NACIONAL DA ACTIVIDADE TURÍSTICA TRADUTORES E INTERPRETES  1.2,2010.03.17 00:00:00
2.5.15.603.2010.7-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOCIAÇÃO DOS INDUSTRIAIS DE CHOCOLATES E CONFEITARIA  5.485,2010.03.18 00:00:00
2.5.15.605.2010.0-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,APEMETA - ASSOCIAÇÃO PORTUGUESA DE EMPRESAS DE TECNOLOGIAS AMBIENTAIS  CE-5.451,2010.03.18 00:00:00
2.4.14.608.2010.1-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,STE - SINDICATO DOS QUADROS TÉCNICOS DO ESTADO,2010.03.18 00:00:00
2.5.15.611.2010.6-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOCIAÇÃO DAS EMPRESAS DE VINHO DO PORTO (CE-5.42),2010.03.19 00:00:00
2.4.14.612.2010.5-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,SIND. NACIONAL DAS POLÍCIAS MUNICIPAIS - SNPM - (CE-1.564.0),2010.03.19 00:00:00
2.5.15.614.2010.0-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ANESPO - ASSOC. NACIONAL DE ESCOLAS PROFISSIONAIS (CE-5.541),2010.03.19 00:00:00
2.5.15.615.2010.1-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOC. COMERCIAL E INDUSTRIAL DE VIZELA (CE-5.482),2010.03.19 00:00:00
2.5.15.616.2010.2-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ANIMEE - ASSOCIAÇÃO PORTUGUESA DAS EMPRESAS DO SECTOR ELECTRICO E ELECTRÓNICO,2010.03.22 00:00:00
2.6.17.617.2010.6-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,CTT - CORREIOS (SUBSTITUIÇÃO),2010.03.22 00:00:00
2.4.15.749.2010.8-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SINDICATO DOS TRABALHADORES DOS REGISTO E NOTARIADO - STRN  (1.321),2010.04.08 00:00:00
2.6.17.750.2010.4-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,SOFLUSA - SOCIEDADE FLUVIAL DE TRANSPORTES,2010.04.08 00:00:00
2.4.13.795.2010.7-DOT,121,CONSTITUIÇÃO DE ASS. SINDICAL,CONSTITUIÇÃO DE ASS. SINDICAL,UNIÃO GERAL DE TRABALHADORES DA GUARDA     (3.49),2010.04.23 00:00:00
2.4.15.796.2010.1-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,UGT-GUARDA - UNIÃO GERAL DE TRABALHADORES DA GUARDA (3.49),2010.04.23 00:00:00
2.4.14.797.2010.1-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,SINDICATO DOS TRABALHADORES DA PESCA DO CENTRO- CE 1.395,2010.04.23 00:00:00
2.5.15.798.2010.4-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOCIAÇÃO DOS TREFILADORES DE PORTUGAL - CE 5.412,2010.04.23 00:00:00
2.4.15.799.2010.4-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,ASSOCIAÇÃO DOS OFICIAIS DE JUSTIÇA- CE 1.581,2010.04.23 00:00:00
2.4.13.800.2010.3-DOT,132,ESTATUTOS,CONSTITUIÇÃO DE ASS. SINDICAL,"UGT - CASTELO BRANCO, UNIÃO GERAL DE TRABALHADORES DE CASTELO BRANCO- CE 3.50",2010.04.23 00:00:00
2.5.15.803.2010.0-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,CONFEDERAÇÃO DO COMÉRCIO E SERVIÇOS DE PORTUGAL (CE-8.2),2010.04.26 00:00:00
2.5.15.804.2010.1-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,"ASSOC. DOS COMERC. DE PROD. HORTÍCOLAS, FRUTAS, FLORES, SEMENTES,PEIXE E CRIAÇÃO DO DIST. LX- CE 5.146",2010.04.26 00:00:00
2.4.15.805.2010.1-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SICONT - SINDICATO DOS CONTABILISTAS,2010.04.26 00:00:00
2.4.15.806.2010.2-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,ASSOCIAÇÃO SINDICAL DOS OFICIAIS DE POLÍCIA (CE-1.539),2010.04.26 00:00:00
2.4.14.807.2010.2-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,SINDICATO DOS TÉCNICOS DE NAVEGAÇÃO AÉREA- CE 1.526,2010.04.27 00:00:00
2.5.18.478.2010.2-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO COMERCIAL DE BRAGA - COMÉRCIO TURISMO E SERVIÇOS,2010.03.09 00:00:00
2.5.18.480.2010.4-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE MIRANDELA,2010.03.09 00:00:00
2.5.18.483.2010.7-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DOS CONCELHOS DE PESO DA RÉGUA SANTA MARTA DE PENAGUIÃO E MESÃO FRIO,2010.03.09 00:00:00
2.5.18.487.2010.2-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO COMERCIAL DO CONCELHO DO BOMBARRAL,2010.03.09 00:00:00
2.5.18.488.2010.3-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASOCIAÇÃO DOS AGENTES DE NAVEGAÇÃO  (5.210),2010.03.09 00:00:00
2.5.18.489.2010.4-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO DA IMPRENSA DIÁRIA,2010.03.09 00:00:00
2.5.18.490.2010.5-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO COMERCIAL DOS CONCELHOS DE OLIVEIRA DE AZEMEIS E VALE DE CAMBRA,2010.03.09 00:00:00
2.5.18.491.2010.6-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO DOS COMERCIANTES DE CARNES DO DISTRITO DE LEIRIA,2010.03.09 00:00:00
2.5.18.492.2010.7-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,"ASSOCIAÇÃO DOS COMERCIANTES DE PRODUTOS HORTICOLAS, FRUTAS FLORES SEMENTES PLANTAS PEIXE E CRIAÇÃO DIT. DE LISBOA",2010.03.09 00:00:00
2.5.18.493.2010.8-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO NACIONAL DE DENTISTAS PORTUGUESES,2010.03.09 00:00:00
2.5.18.494.2010.0-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE MONCORVO,2010.03.09 00:00:00
2.5.18.495.2010.1-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO COMERCIAL INDUSTRIAL E SERVIÇOS DO CONCELHO DE RESENDE,2010.03.09 00:00:00
2.5.18.496.2010.2-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO PORTUGUESA DE CERÂMICA,2010.03.09 00:00:00
2.5.18.497.2010.3-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO DE COMERCIANTES DE LOURINHÃ  (5.335),2010.03.09 00:00:00
2.5.18.501.2010.7-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL, ASSOCIAÇÃO DAS EMPRESAS DE DRAGAGENS DO NORTE,2010.03.09 00:00:00
2.5.18.502.2010.8-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO NACIONAL DE EMPRESAS DE SEGURANÇA ALIMENTAR,2010.03.09 00:00:00
2.5.18.503.2010.0-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,FEDERAÇÃO INTERTEXTIL PORTUGUESA   (6.3),2010.03.09 00:00:00
2.5.18.504.2010.1-DOT,141,EXTINÇÃO JUDICIAL DE ASSOC. SINDICAIS E DE EMPREGADORES (ART.9.º L 7/2009 E ART 456º CT),EXTINÇÃO DE ASS. PATRONAL,FEDERAÇÃO NACIONAL DO COMERCIO- CE 6.28,2010.03.09 00:00:00
