PROCESSO,COD_ASSUNTO,ASSUNTO,DESIGNACAO,TITULO,DATA_ABERTURA_PROCESSO
2.5.14.103.2008.8-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ANF - ASSOCIAÇÃO9 NACIONAL DAS FARMÁCIAS,2008.07.21 00:00:00
2.6.17.104.2008.4-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,C.A.C.I.A. - COMPANHIA AVEIRENSE DE COMPONENTESPARA A INDÚSTRIA AUTOMÓVEL. S.A.,2008.07.21 00:00:00
2.4.15.128.2008.6-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,UNIÃO DOS SINDICATOS DE VIANA DO CASTELO  CE - 3.14,2008.07.28 00:00:00
2.6.17.105.2008.5-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,CT ESTALEIROS NAVAIS DE VIANA DO CASTELO (408),2008.07.22 00:00:00
2.6.17.106.2008.6-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"COMISSÃO UNITÁRIA DE TRABALHADORES DA ESTORIL SOL, SA  CE - 9.80",2008.07.22 00:00:00
2.5.15.123.2008.2-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,UNIÃO EMPRESARIAL DO VALE DO MINHO,2008.07.25 00:00:00
2.5.15.129.2008.8-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,AABA - ASSOCIAÇÃO DOS AGRICULTORES DO BAIXO ALENTEJO,2008.07.29 00:00:00
2.4.14.142.2008.1-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,FESIC - FEDERAÇAO SINDICAL DAS COMUNICAÇOES (2-52),2008.08.01 00:00:00
2.6.17.149.2008.4-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"FERNANDES CONVERTING E TRANFORMAÇÃO DE PAPEL, SA",2008.08.06 00:00:00
2.5.14.157.2008.8-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,APIM - ASSOCIAÇÃO PORTUGUESA DA INDÚSTRIA DE MOAGEM E MASSAS - CE 5.446,2008.08.12 00:00:00
2.5.15.158.2008.1-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,APIM - ASSOCIAÇÃO PORTUGUESA DA INDÚSTRIA DE MOAGEM E MASSAS - CE 5.446,2008.08.12 00:00:00
2.5.15.161.2008.4-DOT,133,SUBSTITUIÇÃO,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOCIAÇÃO DOS COMERCIANTES DE APRESTOS MARÍTIMOS CORDOARIA E SACARIA DE LISBOA - CE 5.147,2008.08.14 00:00:00
2.5.15.26.2008.4-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOCIAÇÃO NACIONAL DAS INDÚSTRIAS DE TEXTEIS-LAR - CE 5.362,2008.06.19 00:00:00
2.6.17.27.2008.8-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"SCC - SOCIEDADE CENTRAL DE CERVEJAS E BEBIDAS, SA - CE 9.37",2008.06.19 00:00:00
2.6.17.32.2008.4-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,AMONIACO DE PORTUGAL AP - CE 9.613,2008.06.20 00:00:00
2.4.15.35.2008.3-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SPZN - SINDICATO DOS PROFESSORES DA ZONA CENTRO,2008.06.23 00:00:00
2.6.17.43.2008.6-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,ARSENAL DO ALFEITE,2008.06.26 00:00:00
2.4.15.46.2008.5-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SINDEPESCAS/UGT - CE- 1.4,2008.06.30 00:00:00
2.4.14.51.2008.0-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,SINDICATO DOS MÉDICOS DO NORTE - CE 1.407,2008.07.01 00:00:00
2.4.15.52.2008.2-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SINDICATO DOS MÉDICOS DO NORTE - CE 1.407,2008.07.01 00:00:00
2.4.15.53.2008.3-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,"FESAHT - FEDERAÇÃO DOS SIND. DE AGRICULTURA, ALIMENMTAÇÃO, BEBIDAS, HOTELARIA E TURISMO DE PORTUGAL",2008.07.01 00:00:00
2.4.15.56.2008.6-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SITNA - SINDICATO DOS TECNICOS DE NAVEGAÇÃO AÉREA  CE - 1.526,2008.07.04 00:00:00
2.6.17.64.2008.0-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"MANUTENÇÃO DE EQUIPAMENTO DE FERROVIÁRIO, SA",2008.07.09 00:00:00
2.4.14.66.2008.6-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,SINDEM - SINDICATO DA MANUTENÇÃO DO METROPOLITANO,2008.07.10 00:00:00
2.6.17.79.2008.6-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,NAV PORTUGAL EPE - CE 9.506,2008.07.14 00:00:00
2.6.17.193.2008.3-DOT,133,SUBSTITUIÇÃO,ELEIÇÃO DE COM. DE TRABALHADORES,SPDH  - SERVIÇOS PORTUGUESES DE HANDLING - CE 9.597,2008.09.17 00:00:00
2.6.17.181.2008.0-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,SOC DE TRANSPORTES COLECTIVOS DO PORTO SA (221),2008.09.04 00:00:00
2.5.15.192.2008.8-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,AIM - ASSOCIAÇÃO DOS INDUSTRIAIS DE MOAGEM - CE 5.392,2008.09.16 00:00:00
2.6.14.207.2008.5-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALT. ESTATUTOS C. TRAB.,"SLOG - SERVIÇOS E LOGÍSTICA, S.A.",2008.09.30 00:00:00
2.6.14.214.2008.3-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALT. ESTATUTOS C. TRAB.,CAMARA MUNICIPAL DO PORTO,2008.10.06 00:00:00
2.6.18.215.2008.8-DOT,132,ESTATUTOS,EXTINÇÃO DE COM. TRABALHADORES,"TRIBUNAL JUDICIAL DE CASTELO BRANCO SOBRE A CT CELTEJO - EMPRESA CELULOSE DO TEJO, SA",2008.10.07 00:00:00
2.4.15.47.2008.6-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,UNIÃO DOS SINDICATOS INDEPENDENTES - CE 4.7,2008.06.30 00:00:00
2.5.14.48.2008.7-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,APAC - ASSOCIAÇÃO PORTUGUESA DE ANALISTAS CLÍNICOS,2008.06.30 00:00:00
2.5.14.49.2008.8-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,CNA - CONFEDERAÇÃO NACIONAL DA AGRICULTURA,2008.06.30 00:00:00
2.5.15.55.2008.6-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,APERSA -ASSOC. DE PEQUENOS EMPRESÁRIOS DA REGIÃO DE SETÚBAL E ALENTEJO  CE - 5.300,2008.07.03 00:00:00
2.6.17.68.2008.4-DOT,133,SUBSTITUIÇÃO,ELEIÇÃO DE COM. DE TRABALHADORES,"PARACÉLSIA, SA - 9.345",2008.07.10 00:00:00
2.5.14.70.2008.2-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE GONDOMAR  CE - 5.250,2008.07.11 00:00:00
2.4.15.71.2008.3-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS METALÚRGICAS E METALOMECANICAS DO SUL - CE 1.388,2008.07.11 00:00:00
2.5.14.72.2008.4-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ASSOCIAÇÃO EMPRESARIAL DA REGIÃO  TAMEGA   CE - 5.460,2008.07.11 00:00:00
2.6.17.73.2008.0-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"HOVIONE FARMACIENCIA, SA - CE 9.353",2008.07.11 00:00:00
2.5.14.75.2008.7-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ASSOCIAÇÃO DOS RETALHISTAS DE CARNES DO DISTRITO DO PORTO  CE - 5.432,2008.07.11 00:00:00
2.5.15.76.2008.0-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOCIAÇÃO DOS RETALHISTAS DE CARNES DO DISTRITO DO PORTO  CE - 5.432,2008.07.11 00:00:00
2.5.15.77.2008.1-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,AIPB - ASSOCIAÇÃO NACIONAL DOS INDUSTRIAIS DE PREFABRICAÇÃO EM BETÃO,2008.07.11 00:00:00
2.4.15.80.2008.3-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,"SIND. DOS TRAB DA MARINHA MERCANTE, AGÊNCIAS DE VIAGENS TRANSITÁRIOS E PESCAS",2008.07.14 00:00:00
2.5.15.114.2008.2-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,UNIAO EMPRESARIAL DO VALE DO MINHO,2008.07.23 00:00:00
2.6.17.117.2008.8-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"CONSTRUÇÕES METÁLICAS - SOCOMETAL, S.A.",2008.07.24 00:00:00
2.6.14.121.2008.0-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALT. ESTATUTOS C. TRAB.,"ENI - GESTÃO DE PLANOS SOCIAIS, SA",2008.07.25 00:00:00
2.6.17.122.2008.4-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"COM. TRAB. DE ENI - GESTÃO DE PLANOS SOCIAIS, SA  CE - 9.18",2008.07.25 00:00:00
2.6.17.124.2008.6-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,CT MANUTENÇÃO MILITAR (657),2008.07.25 00:00:00
2.6.17.125.2008.7-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,CT SOLVAY PORTUGAL SA (81),2008.07.25 00:00:00
2.4.14.134.2008.2-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,SINDICATO TECNICOS NAVEGAÇAO AEREA - SITNA,2008.07.30 00:00:00
2.5.13.135.2008.3-DOT,132,ESTATUTOS,CONSTITUIÇÃO DE ASS. PATRONAL,ARIC - ASSOCIAÇAO DE RADIOS DE INSPIRAÇAO CRISTA (595),2008.07.30 00:00:00
2.4.15.138.2008.7-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SINDICATO DEMOCRÁTICO DOS PROFESSORES DO SUL  CE -1.430,2008.07.31 00:00:00
2.4.15.143.2008.3-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SINPROFARM - SIND. NACIONAL DOS PROFISSIONAIS DE FARMACIA (229),2008.08.04 00:00:00
2.4.14.199.2008.4-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,SINDEM - SINDICATO DA MANUTENÇÃO DO METROPOLITANO CE - 1.402,2008.09.23 00:00:00
2.6.17.204.2008.5-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"MACVILA - IND. DE CONFECÇÕES, SA (593)",2008.09.25 00:00:00
2.6.17.216.2008.8-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"CT FABRICA CERAMICA DE VALADARES, SA (181)",2008.10.08 00:00:00
2.4.15.217.2008.5-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SINDICATO DOS INSPECTORES DA EDUCAÇÃO E DO ENSINO - CE 1/446,2008.10.09 00:00:00
2.5.14.220.2008.8-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,APS - ASSOCIAÇÃO PORTUGUESA DE SEGURADORES (448),2008.10.13 00:00:00
2.4.15.221.2008.0-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,FESIC - FEDERAÇÃO SINDICAL DAS COMUNICAÇÕES  CE - 2.52,2008.10.13 00:00:00
2.5.15.222.2008.2-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOCIÇÃO COMERCIAL E IND. GUIMARAES (159),2008.10.13 00:00:00
2.4.15.223.2008.2-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SINDICATO DA INDÚSTRIA E COMÉRCIO PETROLÍFERO -SICOP-CE 1.379,2008.10.14 00:00:00
2.6.17.233.2008.7-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,BARLWORD STET - SOCIEDADE TÉCNICA DE EQUIPAMENTOS E TRACTORES SA CE - 9.571,2008.10.20 00:00:00
2.4.13.255.2008.5-DOT,132,ESTATUTOS,CONSTITUIÇÃO DE ASS. SINDICAL,SICGP - SINDICATO INDEPENDENTE DO CORPO DA GUARDA PRISIONAL,2008.10.23 00:00:00
2.4.14.256.2008.7-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,SIPE - SINDICATO INDEPENDENTE DE PROFESSORES E EDUCADORES 1.551,2008.10.23 00:00:00
2.4.14.82.2008.4-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,SINDICATO NACIONAL DOS QUADROS  E TÉCNICOS BANCÁRIOS,2008.07.14 00:00:00
2.4.15.84.2008.7-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,"SNATTI - SIND.NAC.DA ACTIVIDADE TURÍSTICA, TRADUTORES E INTÉRPRETES",2008.07.14 00:00:00
2.5.14.87.2008.1-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,APFS - ASSOCIAÇÃO PORTUGUESA DE FACILITY SERVICES,2008.07.16 00:00:00
2.5.14.88.2008.2-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ASSOCIAÇÃO PORTUGUESA FEBRICANTES TINTAS E VERNIZES  CE - 5.71,2008.07.16 00:00:00
2.6.17.99.2008.8-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,CAMARA MUNICIPAL DE MATOSINHOS - CE 9.459,2008.07.18 00:00:00
2.6.17.107.2008.7-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,CTT - CORREIOS,2008.07.22 00:00:00
2.6.17.109.2008.0-DOT,133,SUBSTITUIÇÃO,ELEIÇÃO DE COM. DE TRABALHADORES,CT SOCIEDADE COMERCIAL C. SANTOS LDA,2008.07.23 00:00:00
2.5.15.147.2008.8-DOT,133,SUBSTITUIÇÃO,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,FIPA - FED. DAS INDUSTRIAS PORTUGUESAS AGRO-ALIMENTARES (6-9),2008.08.05 00:00:00
2.5.13.160.2008.1-DOT,127,PUBLICAÇÃO DE ESTATUTOS,CONSTITUIÇÃO DE ASS. PATRONAL,ANTP - ASSOCIAÇÃO NACIONAL DAS TRANSPORTADORAS PORTUGUESAS,2008.08.13 00:00:00
2.6.14.163.2008.6-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALT. ESTATUTOS C. TRAB.,"MAROPE LISBOA, HOTÉIS DE PORTUGAL, SA - CE 9.86",2008.08.18 00:00:00
2.5.15.224.2008.4-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DO CONCELHO DE PONTE SOR - CE 5.506,2008.10.15 00:00:00
2.6.17.226.2008.0-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"DSV SOLUTIONS, LDA.  CE - 9.441",2008.10.15 00:00:00
2.5.15.227.2008.7-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOCIAÇÃO EMPRESARIAL DE PONTE DE LIMA - CE 5.169,2008.10.16 00:00:00
2.4.14.230.2008.8-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,UNIÃO DOS SINDICATOS DO DISTRITO DE BRAGA (12),2008.10.20 00:00:00
2.4.15.231.2008.1-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,UNIÃO DOS SINDICATOS DO DISTRITO DE BRAGA (12),2008.10.20 00:00:00
2.4.85.232.2008.0-DOT,454,ANULAÇÃO DE NORMAS,ANULAÇÃO DE NORMAS DE ESTATUTOS OU DE DELIBERAÇOES ,UNIÃO DOS SINDICATOS DO NORTE ALENTEJANO - CE 3.10,2008.10.20 00:00:00
2.6.14.273.2008.8-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALT. ESTATUTOS C. TRAB.,"UNICER BEBIDAS, SA",2008.11.04 00:00:00
2.6.17.274.2008.3-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"UNICER BEBIDAS, SA",2008.11.04 00:00:00
2.4.14.276.2008.0-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,BANCO DOS BANCÁRIOS DO SUL E ILHAS,2008.11.05 00:00:00
2.6.17.278.2008.7-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,ENTENTE LIMITED - FÁBRICA BELA OLHÃO,2008.11.06 00:00:00
2.4.15.112.2008.8-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,"SIND.DOS TRAB.DA SAÚDE, SOLIDARIEDADE E SEGURANÇA SOCIAL",2008.07.23 00:00:00
2.4.15.113.2008.0-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SINDICATO DOS MÚSICOS,2008.07.23 00:00:00
2.6.17.115.2008.6-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,AMCOR FLEXIBLES NEOCEL,2008.07.24 00:00:00
2.6.16.116.2008.6-DOT,132,ESTATUTOS,CONSTITUIÇÃO E ESTATUTOS DE COM. TRABALHADORES,AMCOR FLEXIBLES NEOCEL (659),2008.07.24 00:00:00
2.6.14.118.2008.6-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALT. ESTATUTOS C. TRAB.,"SOC BOBINADOS DE TRANSFORMADORES, PORTUGAL, SBTP (654)",2008.07.24 00:00:00
2.5.15.126.2008.5-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,APIRAC - ASSOCIAÇAO PORT. IND. DE REFRIG E AR CONDICIONADO (5-10),2008.07.28 00:00:00
2.6.17.130.2008.3-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"G.E.POWER CONTROLS PORTUGAL, SA  CT   CE-9.250",2008.07.29 00:00:00
2.5.14.377.2009.4-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,APICER -ASSOCIAÇÃO PORTUGUESA DA INDUSTRIA DE CERAMICA- CE 5.511,2009.07.06 00:00:00
2.4.14.378.2009.4-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,STEMPFOR - SIND. NAC. DOS TRAB. DO SERVIÇO  PÚBLICO DE EMPREGO E FORMAÇÃO PROFISSIONAL,2009.07.06 00:00:00
2.4.15.379.2009.6-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SPZS - SINDICATO DOS PROFESSORES DA ZONA SUL,2009.07.06 00:00:00
2.6.14.380.2009.8-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALT. ESTATUTOS C. TRAB.,"GEBALIS-GESTÃO DOS BAIRROS MUNICIPAIS DE LISBOA, EM - 9.665",2009.07.06 00:00:00
2.5.15.382.2009.1-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOCIAÇÃO DAS RÁDIOS DE INSPIRAÇÃO CRISTÃ - CE 5.595,2009.07.06 00:00:00
2.5.15.383.2009.2-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOC. PORTUGUESA DE FACILITY SERVICES - APFS,2009.07.06 00:00:00
2.5.14.384.2009.2-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ANNP - ASSOC. DOS AGENTES DE NAVEGAÇÃO DE PORTUGAL,2009.07.06 00:00:00
2.4.14.385.2009.2-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,SIND. NAC. DOS TRAB. DAS ADMINISTRAÇÕES E JUNTAS PORTUÁRIAS,2009.07.06 00:00:00
2.4.15.386.2009.4-DOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SINAPSA - SINDICATO NACIONAL DOS PROFISSIONAIS DE SEGUROS E AFINS,2009.07.06 00:00:00
2.6.17.387.2009.0-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"EUGSTER & FRISMAG, ELECTRODOMÉSTICOS, LDA. - CE 9.454",2009.07.07 00:00:00
2.5.14.388.2009.6-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ASSOCIAÇÃO DA HOTELARIA DE PORTUGAL- CE 5.345,2009.07.07 00:00:00
2.6.17.389.2009.2-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"OLÁ, SA - PRODUÇÃO DE GELADOS E OUTROS PRODUTOS ALIMENTARES",2009.07.08 00:00:00
2.6.17.390.2009.3-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"APL - ADMINISTRAÇÃO DO PORTO DE LISBOA, SA- CE 9.444",2009.07.09 00:00:00
2.6.14.391.2009.1-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALT. ESTATUTOS C. TRAB.,DISTRIBUIDORA DE LIVROS BERTRAND - CE 9.667,2009.07.10 00:00:00
2.6.17.409.2009.4-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"COMISSÃO DE TRABALHADORES DA KROMBERG & SCHBERT PORTUGAL, LDA. 1.ª VEZ",2009.07.20 00:00:00
2.6.17.421.2009.7-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,CT BANCO COMERCIAL PORTUGUES (562),2009.07.23 00:00:00
2.5.13.422.2009.3-DOT,123,ALTERAÇÃO DE ESTATUTOS,CONSTITUIÇÃO DE ASS. PATRONAL,"APFCE - ASSOCIAÇÃO PROFISSIONAL DE EPROFESSORES , FORMADORES E CONSULTORES DA EDUCAÇÃO (1-583)",2009.07.23 00:00:00
2.6.17.234.2009.0-DOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,SNA EUROPE (INDUSTRIES) SA (CE ),2009.04.30 00:00:00
2.6.17.235.2009.1-DOT,133,SUBSTITUIÇÃO,ELEIÇÃO DE COM. DE TRABALHADORES,"TST - TRANSPORTES SUL DO TEJO, SA - CE 9.286",2009.04.30 00:00:00
2.5.14.244.2009.6-DOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ASSOCIAÇÃO DAS EMPRESAS DE ESTIVA DO PORTO DE AVEIRO (339),2009.04.30 00:00:00
